,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Variety
6956,Plansel Selecta Colheita Seleccionada Touriga Nacional 2010,Portugal,Alentejano,Quinta da Plansel,3.9,64.0,48.74,2010,
6947,Saint-Estèphe 2012,France,Saint-Estèphe,Château Le Crock,3.9,639.0,30.7,2012,
3713,Chardonnay 2017,Chile,Limarí Valley,Marques de Casa Concha,3.9,1190.0,16.74,2017,
3712,Cellar Selection Marlborough Sauvignon Blanc 2019,New Zealand,Marlborough,Sileni Estates,3.9,1185.0,9.65,2019,
3756,Villa Antinori Toscana Bianco 2018,Italy,Toscana,Antinori,3.9,4064.0,8.68,2018,
3754,Morning Fog Chardonnay 2016,United States,Livermore Valley,Wente,3.9,3374.0,14.29,2016,
3736,Chardonnay 2017,Argentina,Mendoza,Catena,3.9,1646.0,13.55,2017,
3733,Domaine Sainte Claire Chablis 2018,France,Chablis,Jean-Marc Brocard,3.9,1554.0,19.2,2018,
6942,Château Cambon Beaujolais 2018,France,Beaujolais,Domaine Mathieu & Camille Lapierre,3.9,636.0,13.9,2018,
6935,B Crux Blend 2008,Argentina,Uco Valley,O. Fournier,3.9,633.0,17.5,2008,
6934,Reserva 2015,Spain,Cigales,Museum,3.9,632.0,15.89,2015,
6929,Saint-Estèphe 2015,France,Saint-Estèphe,Château Phélan Ségur,3.9,630.0,68.95,2015,
29,Marquis de Calon Saint-Estèphe 2015,France,Saint-Estèphe,Château Calon-Ségur,3.9,1001.0,43.28,2015,
31,Berola 2015,Spain,Campo de Borja,Borsao,3.9,1006.0,14.52,2015,
6936,Lalande-de-Pomerol 2011,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.8,633.0,32.9,2011,
6930,Brecciarolo Rosso Piceno Superiore 2016,Italy,Rosso Piceno,Velenosi,3.8,630.0,7.9,2016,
3746,Contacto Alvarinho 2018,Portugal,Monção e Melgaço,Anselmo Mendes,3.8,2068.0,8.9,2018,
3142,Giunco 2018,Italy,Vermentino di Sardegna,Mesa,3.8,252.0,13.89,2018,
3907,Unfiltered Cabernet Sauvignon 2015,South Africa,Stellenbosch,Fleur du Cap,3.8,31.0,21.55,2015,
3900,Chateau Tour de Marchesseau Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Jean-Louis Trocard,3.8,31.0,13.91,2014,
560,Geheimrat J Riesling Spätlese Trocken 2016,Germany,Rheingau,Weingüter Wegeler,3.8,35.0,24.9,2016,
595,Josephshöfer Riesling Kabinett Feinherb 2018,Germany,Mosel,Reichsgraf von Kesselstatt,3.8,35.0,15.16,2018,
6893,Il Nero di Casanova Toscana Sangiovese 2016,Italy,Toscana,La Spinetta,3.8,63.0,15.69,2016,
6965,Taormina 2018,Italy,Sicilia,Montedidio,3.8,64.0,5.8,2018,
6963,Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,E. Pira & Figli,3.8,64.0,17.36,2018,
1406,Fantini Collection Red Blend 2016,Italy,Ortona,Farnese,3.8,152.0,9.39,2016,
6926,Douro Omlet Tinto 2009,Portugal,Douro,Niepoort,3.8,63.0,40.85,2009,
2712,Les Maranches Mâcon-Uchizy 2016,France,Mâcon-Uchizy,Les Héritiers du Comte Lafon,3.8,158.0,25.9,2016,
2710,Director's Chardonnay 2017,United States,Sonoma Coast,Francis Ford Coppola,3.8,158.0,17.5,2017,
3892,Nuits-Saint-Georges 2016,France,Nuits-Saint-Georges,Domaine Arnoux-Lachaux,3.8,31.0,69.26,2016,
3887,Crozes-Hermitage Rouge 2017,France,Crozes-Hermitage,Nicolas Perrin,3.8,31.0,17.9,2017,
552,Oberbergener Bassgeige Chardonnay 2018,Germany,Baden,Franz Keller,3.8,35.0,13.06,2018,
549,Sauvignon Blanc 2019,South Africa,Stellenbosch,Zevenwacht,3.8,34.0,9.95,2019,
1825,Haut-Médoc 2016,France,Haut-Médoc,Château Lamothe-Bergeron,3.8,173.0,18.95,2016,
1824,Finca La Escuela La Piedra Malbec 2016,Argentina,Mendoza,Tinto Negro (TintoNegro),3.8,173.0,23.68,2016,
1822,Malterdinger Spätburgunder 2016,Germany,Baden,Bernhard Huber,3.8,173.0,24.59,2016,
3153,Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Alois Lageder,3.8,254.0,11.5,2018,
6967,Toscana 2014,Italy,Toscana,Poggio delle Faine,3.8,64.0,9.6,2014,
6889,Luitmar 2016,Germany,Pfalz,Philipp Kuhn,3.8,63.0,24.9,2016,
6868,Becker Family Spätburgunder (Pinot Noir) 2015,Germany,Pfalz,Friedrich Becker,3.8,622.0,19.45,2015,
2195,Antu Cabernet Sauvignon 2015,Chile,Maipo Valley,MontGras,3.8,194.0,12.5,2015,
2703,Greco Di Tufo 2019,Italy,Greco di Tufo,Feudi di San Gregorio,3.8,157.0,11.45,2019,
2701,Dalila Riserva 2016,Italy,Sicilia,Feudo Arancio,3.8,157.0,9.12,2016,
2699,Gavi 2019,Italy,Gavi,La Battistina,3.8,156.0,11.99,2019,
2697,SL Riesling Trocken 2018,Germany,Mosel,Schloss Lieser,3.8,156.0,8.4,2018,
2727,Spring Fever Chardonnay 2017,Australia,Eden Valley,Langmeil,3.8,160.0,12.19,2017,
6898,Costiera Bardolino Classico 2017,Italy,Bardolino Classico,Cecilia Beretta,3.8,63.0,6.97,2017,
6999,Gaglioppo 2018,Italy,Calabria,Statti,3.8,64.0,9.5,2018,
6992,Spätburgunder JS 2017,Germany,Ahr,Jean Stodden,3.8,64.0,23.02,2017,
2215,Chianti Classico Riserva Misciano 2015,Italy,Chianti Classico,Borgo Scopeto,3.8,195.0,17.5,2015,
2204,Pecan Stream Pebble Hill 2016,South Africa,Stellenbosch,Waterford Estate,3.8,195.0,11.5,2016,
2198,Syrah 2018,France,Ardèche,Delas,3.8,194.0,6.73,2018,
2683,Jacobus Riesling Trocken 2018,Germany,Rheingau,Peter Jakob Kühn,3.8,155.0,12.18,2018,
6988,Grenache - Shiraz - Mourvedre Postmaster 2015,Australia,McLaren Vale,Fox Creek,3.8,64.0,17.95,2015,
6977,JT Rouge Costières de Nîmes 2016,France,Costières-de-Nîmes,Château de Nages,3.8,64.0,18.03,2016,
3152,Réserve della Contessa 2018,Italy,Südtirol - Alto Adige,Manincor,3.8,254.0,15.98,2018,
3150,Graves Blanc 2012,France,Graves,Clos Floridène,3.8,253.0,22.32,2012,
3147,Verdejo Rueda 2019,Spain,Rueda,Ramón Bilbao,3.8,253.0,8.21,2019,
3947,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Tour du Cauze,3.8,312.0,19.95,2016,
3945,Valpolicella Ripasso Superiore 2016,Italy,Valpolicella Ripasso,Zonin,3.8,3111.0,11.95,2016,
3933,Tempranillo - Merlot 2016,Spain,Ribera del Duero,Rolland & Galarreta 'R&G',3.8,310.0,15.5,2016,
3932,Tutti Per Uno Monferrato Rosso 2013,Italy,Monferrato,Vinchio - Vaglio Serra,3.8,31.0,14.2,2013,
3882,Cabernet Franc 2013,Chile,Maule Valley,Erasmo,3.8,31.0,27.96,2013,
7047,Rioja Crianza 2016,Spain,Rioja,El Meson,3.8,65.0,7.7,2016,
7044,Colle Secco Montepulciano d'Abruzzo Rubino 2016,Italy,Montepulciano d'Abruzzo,Cantina Tollo,3.8,65.0,9.75,2016,
2672,Sauvignon Blanc 2019,South Africa,Stellenbosch,Rustenberg,3.8,153.0,12.5,2019,
2665,Pouco-Comum Alvarinho 2019,Portugal,Minho,Quinta da Lixa,3.8,152.0,10.47,2019,
2662,Les Chailloux Silex Pouilly-Fumé 2016,France,Pouilly-Fumé,Domaine Chatelain,3.8,151.0,14.1,2016,
2689,Bourgogne Chardonnay 2017,France,Bourgogne,Faiveley,3.8,155.0,13.9,2017,
2688,Alb de Petro Vaselo 2017,Romania,Recas,Petro Vaselo,3.8,155.0,9.5,2017,
6856,La Casa In Collina Barbaresco 2016,Italy,Barbaresco,Vite Colte,3.8,62.0,17.9,2016,
6854,Selected Vines 2009,Portugal,Alentejo,Azamor,3.8,62.0,19.4,2009,
600,Sauvignon Blanc Ried Steinbach 2017,Austria,Südsteiermark,Lackner Tinnacher,3.8,35.0,43.8,2017,
621,Chardonnay 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.8,36.0,10.85,2019,
3881,GST Excellence 2016,Spain,Castilla,Gran Sello,3.8,31.0,8.55,2016,
519,Dalila Riserva 2018,Italy,Sicilia,Feudo Arancio,3.8,34.0,8.5,2018,
518,Vitus Grauburgunder 2017,Germany,Baden,Heger,3.8,34.0,12.9,2017,
1008,Crozes-Hermitage Rouge 2016,France,Crozes-Hermitage,E. Guigal,3.8,1348.0,19.9,2016,
546,Baronne Charlotte Graves Blanc 2016,France,Graves,Baron Philippe de Rothschild,3.8,34.0,16.59,2016,
2657,Dão Colheita Seleccionada White 2019,Portugal,Dão,Cabriz,3.8,150.0,7.27,2019,
2655,Bourgogne Aligoté 2016,France,Bourgogne Aligoté,Olivier Leflaive,3.8,150.0,14.5,2016,
2235,Founders' Estate Zinfandel 2017,United States,California,Beringer,3.8,1969.0,11.99,2017,
2221,Pomerol 2015,France,Pomerol,Château Hermitage Mazeyres,3.8,196.0,25.75,2015,
2649,Dão Reserva Branco 2018,Portugal,Dão,Cabriz,3.8,149.0,12.3,2018,
2648,Blanco 2018,Spain,Costers del Segre,La Boscana,3.8,149.0,8.19,2018,
2682,Rheinschiefer Hallgarten Riesling Trocken 2016,Germany,Rheingau,Peter Jakob Kühn,3.8,154.0,15.1,2016,
7006,Vinsobres Les Cornuds 2016,France,Vinsobres,Famille Perrin,3.8,643.0,10.95,2016,
542,Weisser Burgunder II 2018,Germany,Pfalz,Von Winning,3.8,34.0,13.0,2018,
3952,Nielson Vineyard Pinot Noir 2014,United States,Santa Maria Valley,Byron,3.8,312.0,32.95,2014,
3948,La Clave 2017,Spain,Bierzo,Raúl Pérez,3.8,312.0,10.35,2017,
3962,Chimères 2017,France,Côtes du Roussillon Villages,Château Saint-Roch,3.8,313.0,11.5,2017,
3961,Riserva Ducale Chianti Classico 2013,Italy,Chianti Classico,Ruffino,3.8,3122.0,19.87,2013,
3959,Lamùri Nero d'Avola Regaleali 2014,Italy,Terre Siciliane,Tasca d'Almerita,3.8,3120.0,9.89,2014,
3958,Malbec 2015,Argentina,Mendoza,Catena Viñas,3.8,312.0,14.13,2015,
3957,Terre di San Leonardo 2016,Italy,Vigneti delle Dolomiti,San Leonardo,3.8,312.0,12.49,2016,
3956,Prima 2017,Spain,Toro,Bodegas San Román,3.8,312.0,10.39,2017,
502,"Weissburgunder Trocken ""Vom Kalk"" 2018",Germany,Rheinhessen,Weingut Gunderloch,3.8,34.0,9.7,2018,
500,Fiano Salento Acante 2019,Italy,Salento,Castello Monaci,3.8,34.0,8.89,2019,
496,Pouilly-Fumé 2018,France,Pouilly-Fumé,Langlois-Chateau,3.8,33.0,19.9,2018,
523,Avesso 2017,Portugal,Vinho Verde,AB Valley,3.8,34.0,8.68,2017,
3699,Eins Zwei Dry Riesling 2017,Germany,Rheingau,Leitz,3.8,1060.0,12.19,2017,
3698,Medalla Real Gran Reserva Chardonnay 2017,Chile,Leyda Valley,Santa Rita,3.8,1059.0,13.15,2017,
7025,Valtellina Superiore Fracia 2015,Italy,Valtellina Superiore,Nino Negri,3.8,65.0,18.97,2015,
7022,Cuvée Apanage Côtes de Bourg 2015,France,Côtes de Bourg,Château Puybarbe,3.8,65.0,11.95,2015,
7058,Kleiner Schwarzer 2017,Germany,Pfalz,Weingut Metzger,3.8,65.0,10.67,2017,
6835,Bordeaux 2014,France,Bordeaux,Domaine de Valmengaux,3.8,62.0,34.71,2014,
638,Appellation Syrah 2017,Argentina,Pedernal Valley,Pyros,3.8,120.0,13.95,2017,
634,Atrium Merlot 2018,Spain,Penedès,Torres,3.8,120.0,10.5,2018,
629,Primitivo 2018,Italy,Salento,Feudo Croce,3.8,120.0,9.95,2018,
628,Poggio Valente 2014,Italy,Toscana,Fattoria le Pupille,3.8,120.0,26.9,2014,
7052,Poggio a'Frati Chianti Classico Riserva 2015,Italy,Chianti Classico,Rocca di Castagnoli,3.8,65.0,21.5,2015,
2734,Paradies Lieblingssünde Grauburgunder 2018,Germany,Pfalz,J. W. Huesgen,3.8,161.0,9.24,2018,
2642,Falanghina Irpinia Morabianca 2018,Italy,Irpinia,Mastroberardino,3.8,148.0,9.52,2018,
2249,Southern Hills Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,3.8,1971.0,14.29,2014,
2242,Corbières 2015,France,Corbières,Château d’Aussières,3.8,197.0,25.24,2015,
2240,Barolo Bussia 2013,Italy,Barolo,Giacosa Fratelli,3.8,197.0,28.01,2013,
2637,Weissburgunder 2017,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,147.0,9.21,2017,
1403,Rocca Guicciarda Chianti Classico Riserva 2017,Italy,Chianti Classico,Ricasoli,3.8,152.0,16.9,2017,
1402,The Gimblett 2013,New Zealand,Gimblett Gravels,Trinity Hill,3.8,152.0,31.5,2013,
1401,Talò Negroamaro 2018,Italy,Salento,San Marzano,3.8,152.0,9.89,2018,
1392,Reserva Rioja 2014,Spain,Rioja,Lan,3.8,151.0,12.45,2014,
3136,Grüner Veltliner Federspiel Terrassen 2019,Austria,Wachau,Domäne Wachau,3.8,249.0,9.4,2019,
3134,Sauvignon Blanc 2018,Israel,Galilee,Yarden,3.8,249.0,11.9,2018,
3132,Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,248.0,11.6,2018,
3131,Spèra 2018,Italy,Vermentino di Gallura,Siddura,3.8,248.0,14.13,2018,
3130,Saar Riesling 2018,Germany,Mosel,Van Volxem,3.8,248.0,12.5,2018,
1015,Les Restanques de Pibarnon 2015,France,Bandol,Château de Pibarnon,3.8,135.0,28.55,2015,
1013,Caprasia Bobal 2016,Spain,Utiel-Requena,Vegalfaro,3.8,135.0,11.05,2016,
2269,Le Difese 2018,Italy,Toscana,Tenuta San Guido,3.8,199.0,18.33,2018,
2147,Shymer Syrah - Merlot 2014,Italy,Terre Siciliane,Baglio di Pianetto,3.8,191.0,10.9,2014,
1247,Cannonau 2018,Italy,Sardegna,Olianas,3.8,145.0,10.5,2018,
1238,Sangiovese Toscana 2018,Italy,Toscana,Caparzo,3.8,1448.0,6.3,2018,
2737,Pouilly-Vinzelles 2017,France,Pouilly-Vinzelles,Joseph Drouhin,3.8,161.0,19.39,2017,
2735,Sauvignon Blanc 2018,Italy,Friuli-Venezia Giulia,Attems,3.8,161.0,13.71,2018,
6801,Pessac-Léognan 2006,France,Pessac-Léognan,Château Haut-Bergey,3.8,613.0,28.25,2006,
7069,Moreccio Bolgheri 2016,Italy,Bolgheri,Casa di Terra,3.8,653.0,14.63,2016,
7065,Church Block Cabernet Sauvignon - Shiraz - Merlot 2015,Australia,McLaren Vale,Wirra Wirra,3.8,651.0,19.49,2015,
7082,Mourvèdre 2017,France,Pays d'Oc,Les Jamelles,3.8,657.0,6.33,2017,
479,Karneid Kerner 2017,Italy,Südtirol - Alto Adige,Franz Gojer,3.8,33.0,13.9,2017,
476,Cirò Bianco 2019,Italy,Cirò,Tenuta Iuzzolini,3.8,33.0,6.7,2019,
475,Wechselspiel 2018,Germany,Pfalz,Weingut Metzger,3.8,33.0,6.77,2018,
455,Ried Alte Setzen Erste Lage Grüner Veltliner 2018,Austria,Traisental,Markus Huber,3.8,33.0,13.15,2018,
452,Wehlener Klosterberg Pinot Blanc 2017,Germany,Mosel,Markus Molitor,3.8,33.0,27.5,2017,
451,Grüner Veltliner 2019,Austria,Niederösterreich,Weingut Bründlmayer,3.8,32.0,14.52,2019,
1808,Bandol 2016,France,Bandol,La Suffrene,3.8,172.0,18.9,2016,
1806,Mazér Inferno Valtellina Superiore 2016,Italy,Valtellina Superiore,Nino Negri,3.8,172.0,12.18,2016,
1801,Old Vine Zinfandel 2016,United States,Lodi,Ravenswood,3.8,1711.0,15.49,2016,
1799,Bordeaux 2018,France,Bordeaux,Château Tour de Mirambeau,3.8,171.0,7.9,2018,
3165,Rioja Blanco Barrica 2018,Spain,Rioja,Luis Cañas,3.8,258.0,8.5,2018,
7086,Bacca Nera 2018,Italy,Veneto,Corte Figaretto,3.8,66.0,8.5,2018,
6768,L'Atelier Malbec de Crocus 2016,France,Cahors,Crocus,3.8,61.0,17.07,2016,
7075,Wallace (Shiraz - Grenache) 2016,Australia,Barossa Valley,Glaetzer,3.8,655.0,19.99,2016,
597,Médoc 2009,France,Médoc,Château La Cardonne,3.8,1187.0,25.92,2009,
6818,Château des Jacques Morgon 2017,France,Morgon,Louis Jadot,3.8,62.0,16.48,2017,
6815,Aglianico del Beneventano 2018,Italy,Campania,Indomito,3.8,62.0,6.83,2018,
7094,Grès de Montpellier 2016,France,Languedoc,Mas des Mas,3.8,66.0,16.47,2016,
6799,Primocolle Chianti Classico 2015,Italy,Chianti Classico,Villa Cerna,3.8,610.0,13.68,2015,
6797,Bürgstadter Spätburgunder 2016,Germany,Franken,Rudolf Fürst,3.8,61.0,28.49,2016,
3163,Rioja Blanco 2019,Spain,Rioja,Marqués de Cáceres,3.8,258.0,5.25,2019,
637,Bastei GG 2014,Germany,Nahe,Gut Hermannsberg,3.8,36.0,36.5,2014,
635,Grauburgunder Trocken 2019,Germany,Rheinhessen,Manz,3.8,36.0,7.5,2019,
633,Piesporter Goldtröpfchen Riesling Trocken 2017,Germany,Piesport,Kurt Hain,3.8,36.0,16.52,2017,
628,Pinot Bianco (Selezione) 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.8,36.0,12.9,2018,
448,A Le Grand 2017,France,Bourgogne Aligoté,David Moret-Nomine,3.8,32.0,13.5,2017,
442,Castel Ringberg Sauvignon 2018,Italy,Südtirol - Alto Adige,Elena Walch,3.8,32.0,19.3,2018,
439,Chardonnay delle Venezie 2019,Italy,delle Venezie,Corte Giara,3.8,32.0,6.4,2019,
7124,Crianza 2015,Spain,Rioja,Altos Ibéricos,3.8,6662.0,27.9,2015,
2605,Chardonnay (Unwooded) 2019,South Africa,Western Cape,Leopard’s Leap,3.8,143.0,7.2,2019,
2602,Chardonnay (Barrel Fermented) 2017,South Africa,Breede River Valley,Bergsig Estate,3.8,142.0,13.75,2017,
2629,Siefersheim Porphyr Riesling 2016,Germany,Rheinhessen,Wagner-Stempel,3.8,146.0,20.88,2016,
2619,Riesling Trocken 2018,Germany,Mosel,Dr. Loosen,3.8,144.0,8.5,2018,
6791,Pannobile 2016,Austria,Burgenland,Claus Preisinger,3.8,61.0,27.99,2016,
7090,Rioja Reserva 2013,Spain,Rioja,Viña Bujanda,3.8,66.0,10.15,2013,
436,Chardonnay 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,32.0,14.73,2019,
472,SL Riesling Kabinett 2017,Germany,Mosel,Schloss Lieser,3.8,33.0,11.5,2017,
471,Dorna Velha Branco 2017,Portugal,Douro,Quinta do Silval,3.8,33.0,8.77,2017,
3995,Malepère Rouge 2016,France,Malepère,Château de la Soujeole,3.8,318.0,15.69,2016,
3994,Médoc 2012,France,Médoc,Château Lousteauneuf,3.8,318.0,18.9,2012,
3989,Pétalos 2014,Spain,Bierzo,Descendientes de J. Palacios,3.8,3177.0,17.95,2014,
3986,Nebbiolo d’alba 2016,Italy,Piemonte,Bruno Giacosa,3.8,317.0,26.09,2016,
3982,Roble 2018,Spain,Ribera del Duero,Protos,3.8,3164.0,8.95,2018,
3980,Chianti Classico 2015,Italy,Chianti Classico,Casaloste,3.8,316.0,16.95,2015,
3979,Clásico Reserva 2010,Spain,Rioja,La Antigua,3.8,316.0,15.9,2010,
2589,Conde de Valdemar Finca Alto Cantabria 2017,Spain,Rioja,Bodegas Valdemar,3.8,139.0,12.99,2017,
2266,Vi de Villa Bellmunt Priorat Tinto 2016,Spain,Priorat,Mas d'en Gil,3.8,199.0,19.58,2016,
2260,Tre 2016,Italy,Toscana,Brancaia,3.8,1988.0,11.06,2016,
2257,Les Challeys Saint-Joseph 2017,France,Saint-Joseph,Delas,3.8,198.0,19.39,2017,
7102,Pinot Noir 2016,New Zealand,Marlborough,Te Whare Ra,3.8,66.0,29.95,2016,
7100,Borgo Thaulero Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Casal Thaulero,3.8,66.0,4.45,2018,
7130,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Argiano,3.8,668.0,14.45,2015,
6761,Château Les Cruzelles Lalande-de-Pomerol 2015,France,Lalande-de-Pomerol,Denis Durantou,3.8,61.0,33.95,2015,
7139,Sélection Spéciale Grenache - Syrah - Mourvèdre 2017,France,Pays d'Oc,Les Jamelles,3.8,67.0,13.37,2017,
7120,Cabernet Sauvignon 2015,United States,Columbia Valley,Chateau Ste. Michelle,3.8,6629.0,13.57,2015,
1410,The Coppermine Road Cabernet Sauvignon 2013,Australia,McLaren Vale,d'Arenberg,3.8,152.0,47.98,2013,
1366,R de Romaneira 2016,Portugal,Douro,Quinta da Romaneira,3.8,150.0,11.35,2016,
1364,Corbières 2016,France,Corbières,Château d’Aussières,3.8,150.0,25.16,2016,
3689,Sharis 2018,Italy,delle Venezie,Livio Felluga,3.8,976.0,14.4,2018,
2277,Can Catorra 2012,Spain,Binissalem-Mallorca,Biniagual,3.8,200.0,42.89,2012,
3855,Barbera d'Asti Lavignone 2018,Italy,Barbera d'Asti,Pico Maccario,3.8,306.0,9.95,2018,
3852,Othello 2013,United States,Napa Valley,Dominus,3.8,306.0,42.89,2013,
193,Nero d'Avola 2017,Italy,Terre Siciliane,Colosi,3.8,1055.0,8.68,2017,
192,The Barossan Shiraz 2017,Australia,Barossa Valley,Peter Lehmann,3.8,1051.0,16.48,2017,
417,Scharzhofberger Riesling Kabinett 2016,Germany,Mosel,Bischöfliche Weingüter Trier,3.8,32.0,11.18,2016,
416,Hipping Riesling 2016,Germany,Rheinhessen,Kühling-Gillot,3.8,32.0,43.77,2016,
407,Sauvignon Touraine 2018,France,Touraine,Raphael Midoir,3.8,32.0,7.95,2018,
435,Feldstück Chardonnay 2016,Austria,Niederösterreich,Matthias Warnung,3.8,32.0,19.4,2016,
4007,Don Dona' Molise Rosso 2013,Italy,Molise,Cantine Salvatore,3.8,32.0,16.9,2013,
6715,Nebbiolo Langhe Il 2016,Italy,Langhe,Virna,3.8,60.0,17.61,2016,
7152,Côtes de Gascogne Tannat - Merlot 2018,France,Côtes de Gascogne,Horgelus,3.8,67.0,6.09,2018,
53,Château Paul Mas Coteaux du Languedoc Clos des Mures 2018,France,Languedoc,Paul Mas,3.8,101.0,11.05,2018,
49,Stony Terrace Cabernet Sauvignon 2016,United States,Napa Valley,Rutherford Wine Company,3.8,101.0,18.03,2016,
2578,Chremisa Edition Grüner Veltliner 2018,Austria,Kremstal,Winzer Krems,3.8,138.0,13.5,2018,
3685,Chardonnay (1685 Series) 2018,South Africa,Western Cape,Boschendal,3.8,949.0,10.66,2018,
6743,Vignes de Nicole Cabernet Sauvignon - Merlot Pays d'Oc 2018,France,Pays d'Oc,Paul Mas,3.8,604.0,7.5,2018,
6740,Pessac-Léognan 2014,France,Pessac-Léognan,Château La Louvière,3.8,603.0,38.57,2014,
6739,Il Bacialé Monferrato Rosso 2016,Italy,Monferrato,Braida,3.8,603.0,15.76,2016,
6732,Achelo Rosso 2017,Italy,Cortona,La Braccesca,3.8,601.0,14.95,2017,
6728,Pinot Noir Herrenstück 2017,Germany,Baden,Weingut Holger Koch,3.8,60.0,14.0,2017,
7142,Oak Cask Syrah 2018,Argentina,Mendoza,Trapiche,3.8,67.0,7.96,2018,
1810,Cabernet Sauvignon 2017,South Africa,Swartland,Allesverloren,3.8,172.0,12.28,2017,
4022,Granato 2017,Italy,Vigneti delle Dolomiti,Foradori,3.8,32.0,45.84,2017,
4010,Garnacha de Arrayán 2015,Spain,Castilla y León,Arrayán,3.8,32.0,21.9,2015,
397,Blauschiefer Riesling 2018,Germany,Mosel,Markus Molitor,3.8,32.0,9.6,2018,
392,Château de la Chesnaie Sur Lie 2017,France,Muscadet-Sevre et Maine,Chéreau-Carré,3.8,31.0,8.24,2017,
390,Pur Mineral Riesling 2017,Germany,Franken,Rudolf Fürst,3.8,31.0,14.0,2017,
383,Plansel Selecta Verdelho 2017,Portugal,Alentejano,Quinta da Plansel,3.8,31.0,8.9,2017,
421,Sauvignon Blanc 2019,New Zealand,Marlborough,Curious Kiwi,3.8,32.0,10.95,2019,
2297,Haut-Médoc (Grand Cru Classé) 2011,France,Haut-Médoc,Château Cantemerle,3.8,2009.0,37.03,2011,
2296,Pinot Noir 2017,United States,California,Decoy,3.8,2004.0,32.5,2017,
2570,Chardonnay Bourgogne 2015,France,Bourgogne,Ropiteau Freres,3.8,137.0,15.95,2015,
2566,Bon Vallon Chardonnay 2019,South Africa,Robertson,De Wetshof,3.8,136.0,11.2,2019,
2560,Vom Vulkan 2016,Germany,Nahe,Gut Hermannsberg,3.8,136.0,12.9,2016,
2556,Riesling Trocken 2018,Germany,Rheingau,Schloss Vollrads,3.8,135.0,10.18,2018,
61,Constance Madiran 2015,France,Madiran,Domaine Berthoumieu,3.8,101.0,9.5,2015,
60,Capatosta 2015,Italy,Toscana,Poggio Argentiera,3.8,101.0,19.9,2015,
7134,Clos Triguedina Malbec 2016,France,Cahors,Jean-Luc Baldès,3.8,67.0,24.95,2016,
6723,Acinatico Valpolicella Classico Superiore Ripasso 2018,Italy,Valpolicella Classico,Stefano Accordini,3.8,60.0,16.7,2018,
6720,Margaux 2017,France,Margaux,Château Labégorce,3.8,60.0,29.05,2017,
3837,Señorío de Ondarre Rioja Reserva 2014,Spain,Rioja,Ondarre,3.8,304.0,8.49,2014,
207,B 2017,Spain,Ribera del Duero,Baden Numen,3.8,106.0,11.21,2017,
674,Westhofener Weisser Burgunder - Chardonnay Trocken 2018,Germany,Rheinhessen,Wittmann,3.8,37.0,19.95,2018,
670,Gönnheimer Alter Satz Trocken 2018,Germany,Pfalz,Eymann,3.8,37.0,8.9,2018,
372,Orbel Riesling 2017,Germany,Rheinhessen,St. Antony,3.8,31.0,18.9,2017,
1792,Justina 2017,Spain,Valencia,De Moya,3.8,171.0,6.83,2017,
1311,Nero d'Avola 2018,Italy,Terre Siciliane,Cusumano,3.8,1475.0,8.5,2018,
1309,Gorú 2018,Spain,Jumilla,EGO,3.8,1470.0,6.9,2018,
3185,Riesling Trocken Blauschiefer 2018,Germany,Mosel,Dr. Loosen,3.8,267.0,10.4,2018,
3183,Légende (R) Bordeaux Blanc 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,266.0,12.14,2017,
7188,Rioja Viñedos de Altura 2015,Spain,Rioja,Ramón Bilbao,3.8,676.0,13.57,2015,
7187,Castillon - Côtes de Bordeaux 2011,France,Castillon - Côtes de Bordeaux,Château d'Aiguilhe,3.8,676.0,29.39,2011,
7207,Dimonios Riserva Cannonau di Sardegna 2016,Italy,Cannonau di Sardegna,Sella & Mosca,3.8,68.0,13.57,2016,
6696,Velue Zweigelt 2016,Austria,Weinviertel,Johannes Zillinger,3.8,60.0,10.7,2016,
6695,Saint-Estèphe 2017,France,Saint-Estèphe,Château de Pez,3.8,60.0,51.34,2017,
6691,Pinotage 2017,South Africa,Swartland,Swartland Winery,3.8,60.0,7.95,2017,
7177,Terroir D'Altitude Syrah 2017,France,Languedoc-Roussillon,Fortant,3.8,671.0,8.71,2017,
7172,Toscana Mediterra 2018,Italy,Toscana,Poggio Al Tesoro,3.8,67.0,12.9,2018,
645,Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Borgogno,3.8,120.0,13.95,2017,
2754,Sauvignon Blanc 2019,New Zealand,Marlborough,Misty Cove,3.8,163.0,9.25,2019,
